item_id,source_row_id,ownership_status,inventory_status,card_name,card_number,set_code,set_name,product_name,rarity,variant,finish,language,condition,grade_company,grade,cert_number,quantity,sealed_or_single,raw_or_slab,cost_basis_zar,cost_status,collectr_market_zar,research_market_usd,research_market_zar,quick_sale_zar,fair_market_zar,patient_local_ask_zar,event_ask_zar,online_ask_usd,online_ask_zar,stretch_ask_zar,walkaway_minimum_zar,expected_net_local_zar,expected_net_ebay_zar,expected_net_cardtrader_zar,expected_net_cardmarket_zar,expected_net_tcgplayer_zar,grading_candidate_score,psa10_estimate_usd,bgs10_estimate_usd,cgc10_estimate_usd,availability_score,liquidity_score,trend_score,confidence_rating,last_researched_at,source_links,notes
0225-koby-alternate-art-prb02-001,225,in_hand,available_for_pricing,Koby (Alternate Art),PRB02-001,PRB02,Premium Booster -The Best- Vol. 2,Koby (Alternate Art),R,alternate_art,Foil,Unknown,Near Mint,CGC,CGC 10.0 Pristine,,1,single,slab,350.00,recorded,1491.22,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0226-killer-jp-op01-039,226,in_hand,available_for_pricing,Killer (JP),OP01-039,OP01,Romance Dawn,Killer (JP),UC,base_or_standard,Normal,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,41.42,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0227-basil-hawkins-op10-109,227,in_hand,available_for_pricing,Basil Hawkins,OP10-109,OP10,Royal Blood,Basil Hawkins,R,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,5.80,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0228-caesar-clown-002-op10-002,228,in_hand,available_for_pricing,Caesar Clown (002),OP10-002,OP10,Royal Blood,Caesar Clown (002),L,base_or_standard,Normal,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,1.99,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0229-cavendish-045-op10-045,229,in_hand,available_for_pricing,Cavendish (045),OP10-045,OP10,Royal Blood,Cavendish (045),R,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,76.38,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0230-cavendish-045-parallel-op10-045,230,in_hand,available_for_pricing,Cavendish (045) (Parallel),OP10-045,OP10,Royal Blood,Cavendish (045) (Parallel),R,parallel,Foil,Unknown,Near Mint,PSA,PSA 10.0 GEM - MT,,1,single,slab,1050.00,recorded,1656.91,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0231-radio-knife-op10-041,231,in_hand,available_for_pricing,Radio Knife,OP10-041,OP10,Royal Blood,Radio Knife,R,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,2.15,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0232-shiryu-op10-086,232,in_hand,available_for_pricing,Shiryu,OP10-086,OP10,Royal Blood,Shiryu,R,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,3.48,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0233-smoker-030-op10-030,233,in_hand,available_for_pricing,Smoker (030),OP10-030,OP10,Royal Blood,Smoker (030),SR,base_or_standard,Foil,Unknown,Near Mint,RAW,,,2,single,raw,,unknown_or_box_pull,49.70,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0234-usopp-042-op10-042,234,in_hand,available_for_pricing,Usopp (042),OP10-042,OP10,Royal Blood,Usopp (042),L,base_or_standard,Normal,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,3.31,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0235-don-card-alternate-art-jp,235,in_hand,available_for_pricing,DON!! Card (Alternate Art) (JP),,,Royal Bloodlines,DON!! Card (Alternate Art) (JP),R,alternate_art,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,36.62,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0236-god-thread-jp-op10-079,236,in_hand,available_for_pricing,God Thread (JP),OP10-079,OP10,Royal Bloodlines,God Thread (JP),UC,base_or_standard,Normal,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,59.65,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0237-edward-newgate-st15-002-st15-002,237,in_hand,available_for_pricing,Edward.Newgate (ST15-002),ST15-002,ST15,Starter Deck 15: RED Edward.Newgate,Edward.Newgate (ST15-002),SR,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,10.11,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0238-zoro-juurou-st18-004-st18-004,238,in_hand,available_for_pricing,Zoro-Juurou (ST18-004),ST18-004,ST18,Starter Deck 18: PURPLE Monkey.D.Luffy,Zoro-Juurou (ST18-004),SR,base_or_standard,Foil,Unknown,Near Mint,CGC,CGC 10.0 Pristine,,1,single,slab,576.00,recorded,2278.09,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0239-monkey-d-luffy-op09-061-op09-061,239,in_hand,available_for_pricing,Monkey.D.Luffy (OP09-061),OP09-061,OP09,Starter Deck 26: PURPLE/BLACK Monkey.D.Luffy,Monkey.D.Luffy (OP09-061),L,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,184.41,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0240-monkey-d-luffy-014-st21-014,240,in_hand,available_for_pricing,Monkey.D.Luffy (014),ST21-014,ST21,Starter Deck EX: Gear 5,Monkey.D.Luffy (014),SR,base_or_standard,Foil,Unknown,Near Mint,RAW,,,2,single,raw,,unknown_or_box_pull,73.56,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0241-roronoa-zoro-st21-015,241,in_hand,available_for_pricing,Roronoa Zoro,ST21-015,ST21,Starter Deck EX: Gear 5,Roronoa Zoro,SR,base_or_standard,Foil,Unknown,Near Mint,RAW,,,2,single,raw,,unknown_or_box_pull,38.10,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0242-crocodile-001-st03-001,242,in_hand,available_for_pricing,Crocodile (001),ST03-001,ST03,Super Pre-Release Starter Deck 3: The Seven Warlords of the Sea,Crocodile (001),L,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,550.00,recorded,1116.26,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0243-boa-hancock-op14-041-alternate-art-op14-041,243,in_hand,available_for_pricing,Boa Hancock - OP14-041 (Alternate Art),OP14-041,OP14,The Azure Sea's Seven,Boa Hancock - OP14-041 (Alternate Art),L,alternate_art,Foil,Unknown,Near Mint,RAW,,,1,single,raw,958.00,recorded,1381.37,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0244-charlotte-pudding-jp-op08-067,244,in_hand,available_for_pricing,Charlotte Pudding (JP),OP08-067,OP08,Two Legends,Charlotte Pudding (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,41.42,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0245-edward-newgate-st13-004,245,in_hand,available_for_pricing,Edward.Newgate,ST13-004,ST13,Ultra Deck: The Three Brothers,Edward.Newgate,C,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,2.15,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0246-jinbe-jp-st10-005,246,in_hand,available_for_pricing,Jinbe (JP),ST10-005,ST10,Ultra Deck - The Three Captains,Jinbe (JP),C,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,59.65,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0247-shachi-penguin-jp-st10-008,247,in_hand,available_for_pricing,Shachi & Penguin (JP),ST10-008,ST10,Ultra Deck - The Three Captains,Shachi & Penguin (JP),C,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,59.65,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0248-borsalino-sp-op05-051,248,in_hand,available_for_pricing,Borsalino (SP),OP05-051,OP05,Wings of the Captain,Borsalino (SP),SR,sp,Foil,Unknown,Near Mint,PSA,PSA 10.0 GEM - MT,,1,single,slab,1050.00,recorded,2038.00,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0249-gion-jp-op06-044,249,in_hand,available_for_pricing,Gion (JP),OP06-044,OP06,Wings of the Captain,Gion (JP),UC,base_or_standard,Normal,Japanese,Near Mint,RAW,,,2,single,raw,,unknown_or_box_pull,82.84,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0250-roronoa-zoro-op06-118,250,in_hand,available_for_pricing,Roronoa Zoro,OP06-118,OP06,Wings of the Captain,Roronoa Zoro,SEC,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,142.16,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0251-you-re-the-one-who-should-disappear-jp-op06-115,251,in_hand,available_for_pricing,You're the One Who Should Disappear (JP),OP06-115,OP06,Wings of the Captain,You're the One Who Should Disappear (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,53.02,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0252-the-dark-magicians-starlight-rare-bach-en100,252,in_hand,available_for_pricing,The Dark Magicians (Starlight Rare),BACH-EN100,BACH,Battle of Chaos,The Dark Magicians (Starlight Rare),Starlight Rare,base_or_standard,1st Edition,Unknown,Near Mint,RAW,,,1,single,raw,550.00,recorded,1382.03,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
